DATE,THREEFYTP10
2023-01-18,-0.4318
2023-01-19,-0.4347
2023-01-20,-0.4029
2023-01-23,-0.3765
2023-01-24,-0.3937
2023-01-25,-0.4022
2023-01-26,-0.3868
2023-01-27,-0.3710
2023-01-30,-0.3514
2023-01-31,-0.3608
2023-02-01,-0.4241
2023-02-02,-0.4349
2023-02-03,-0.3722
2023-02-06,-0.3169
2023-02-07,-0.2903
2023-02-08,-0.2940
2023-02-09,-0.2807
2023-02-10,-0.2487
2023-02-13,-0.2557
2023-02-14,-0.2319
2023-02-15,-0.1891
2023-02-16,-0.1816
2023-02-17,-0.1966
2023-02-20,.
2023-02-21,-0.1473
2023-02-22,-0.1236
2023-02-23,-0.1338
2023-02-24,-0.0971
2023-02-27,-0.1074
2023-02-28,-0.1120
2023-03-01,-0.0732
2023-03-02,-0.0355
2023-03-03,-0.0640
2023-03-06,-0.0853
2023-03-07,-0.0921
2023-03-08,-0.1030
2023-03-09,-0.1516
2023-03-10,-0.2667
2023-03-13,-0.3548
2023-03-14,-0.3091
2023-03-15,-0.3419
2023-03-16,-0.2977
2023-03-17,-0.3528
2023-03-20,-0.3245
2023-03-21,-0.2662
2023-03-22,-0.3304
2023-03-23,-0.3917
2023-03-24,-0.3919
2023-03-27,-0.3263
2023-03-28,-0.2990
2023-03-29,-0.2838
2023-03-30,-0.3015
2023-03-31,-0.3359
2023-04-03,-0.3830
2023-04-04,-0.4371
2023-04-05,-0.4657
2023-04-06,-0.4804
2023-04-07,-0.4451
2023-04-10,-0.4430
2023-04-11,-0.4371
2023-04-12,-0.4577
2023-04-13,-0.4450
2023-04-14,-0.4089
2023-04-17,-0.3745
2023-04-18,-0.3775
2023-04-19,-0.3691
2023-04-20,-0.3948
2023-04-21,-0.3857
2023-04-24,-0.4127
2023-04-25,-0.4763
2023-04-26,-0.4732
2023-04-27,-0.4208
2023-04-28,-0.4468
2023-05-01,-0.4085
2023-05-02,-0.4742
2023-05-03,-0.5222
2023-05-04,-0.5513
2023-05-05,-0.5139
2023-05-08,-0.4733
2023-05-09,-0.4608
2023-05-10,-0.4984
2023-05-11,-0.5199
2023-05-12,-0.4926
2023-05-15,-0.4763
2023-05-16,-0.4524
2023-05-17,-0.4326
2023-05-18,-0.3941
2023-05-19,-0.3628
2023-05-22,-0.3611
2023-05-23,-0.3670
2023-05-24,-0.3628
2023-05-25,-0.3123
2023-05-26,-0.3020
2023-05-29,.
2023-05-30,-0.3674
2023-05-31,-0.4163
2023-06-01,-0.4446
2023-06-02,-0.4046
