Date,BETA0,BETA1,BETA2,BETA3,TAU1,TAU2
24/05/04,5.86086,-4.09439,-1.66527,-0.03818,2.35729,0.0001
25/05/04,5.98321,-4.01996,-3.02237,-1.76968,1.38349,3.76317
26/05/04,5.78979,-3.91568,-1.13377,-0.94304,2.23382,1.85813
27/05/04,5.79883,-3.90945,-0.5137,-1.72041,2.25489,1.95979
28/05/04,5.80367,-3.92001,-0.27928,-2,2.23132,2.13538
29/05/04,5.80367,-3.92001,-0.27928,-2,2.23132,2.13538
30/05/04,5.80367,-3.92001,-0.27928,-2,2.23132,2.13538
31/05/04,5.8133,-3.90118,-0.19916,-2,2.24599,2.23815
01/06/04,5.82197,-3.95695,-1.22203,-0.88575,2.21716,2.72929
02/06/04,5.84178,-3.97789,-1.25164,-0.86405,2.21203,3.24096
03/06/04,5.95293,-4.01613,-2.91259,-1.37262,1.43001,3.82827
04/06/04,5.8814,-3.84646,-2.46007,-3.89134,0.85474,2.26407
05/06/04,5.8814,-3.84646,-2.46007,-3.89134,0.85474,2.26407
06/06/04,5.8814,-3.84646,-2.46007,-3.89134,0.85474,2.26407
07/06/04,5.92141,-3.99652,-2.35949,-2.24579,1.2596,3.11753
08/06/04,5.85614,-3.99691,-1.84022,-0.33196,2.14098,7.73523
09/06/04,5.85377,-4.05634,-0.03731,0.09628,3.5855,3.4948
10/06/04,5.8446,-3.85425,-2.17485,-3.59899,0.87815,2.28529
11/06/04,5.78196,-3.954,0.35725,-0.63072,3.54744,0.0001
12/06/04,5.78196,-3.954,0.35725,-0.63072,3.54744,0.0001
13/06/04,5.78196,-3.954,0.35725,-0.63072,3.54744,0.0001
14/06/04,5.74248,-3.88591,0.01164,1.18654,3.1271,0.00457
15/06/04,5.75746,-3.89415,0.01035,1.21107,3.17799,0.00146
16/06/04,5.77684,-3.93369,-3.17072,1.56458,2.29253,1.73523
17/06/04,5.73312,-3.85806,0.83584,-0.28824,3.92792,0.0001
18/06/04,5.71663,-3.84808,0.86639,0.08383,4.38859,1.40295
19/06/04,5.71663,-3.84808,0.86639,0.08383,4.38859,1.40295
20/06/04,5.71663,-3.84808,0.86639,0.08383,4.38859,1.40295
21/06/04,5.73514,-3.87567,-0.25268,-0.12287,3.09755,0.0001
22/06/04,5.79209,-3.9403,1.14104,0.21281,4.7871,2.21639
23/06/04,5.77595,-3.91084,0.03319,0.00938,3.51782,1.97122
24/06/04,5.85962,-3.9343,-2.16628,-1.79753,1.45803,3.66979
25/06/04,5.77302,-3.92693,0.46115,-0.09093,4.06338,0.6583
26/06/04,5.77302,-3.92693,0.46115,-0.09093,4.06338,0.6583
27/06/04,5.77302,-3.92693,0.46115,-0.09093,4.06338,0.6583
28/06/04,5.95523,-4.02697,-2.30551,-1.83189,1.53744,4.66575
29/06/04,5.7677,-3.91618,0.18799,0.05124,3.73249,2.4829
30/06/04,5.74875,-3.90253,0.14486,0.24775,3.77907,3.74085
01/07/04,5.6635,-3.78239,-0.76782,-0.6089,2.37274,1.96893
02/07/04,5.7282,-3.91334,0.0879,0.36239,3.55434,0.04186
03/07/04,5.7282,-3.91334,0.0879,0.36239,3.55434,0.04186
04/07/04,5.7282,-3.91334,0.0879,0.36239,3.55434,0.04186
05/07/04,5.62397,-3.70043,-1.35597,-0.9776,2.02082,2.61385
06/07/04,5.63642,-3.72113,-2.39203,-0.63513,1.69138,2.51218
07/07/04,5.68519,-3.72729,-2.41605,-0.63716,1.80097,4.22096
08/07/04,5.66883,-3.70953,-2.44004,-0.49888,1.87878,4.06068
09/07/04,5.61476,-3.65914,-2.81823,0.16812,1.94242,3.18082
10/07/04,5.61476,-3.65914,-2.81823,0.16812,1.94242,3.18082
11/07/04,5.61476,-3.65914,-2.81823,0.16812,1.94242,3.18082
12/07/04,5.63312,-3.67901,-2.73011,0.12256,2.0505,3.79785
13/07/04,5.73212,-3.98206,0.07317,0.39426,3.58049,0.06267
14/07/04,5.6896,-3.88395,-1.06729,1.27176,2.82141,0.0001
15/07/04,5.74552,-4.02474,-0.76661,2.56139,3.01571,0.02895
16/07/04,5.68436,-3.96782,-1.72909,4.53514,2.22318,0.01284
17/07/04,5.68436,-3.96782,-1.72909,4.53514,2.22318,0.01284
18/07/04,5.68436,-3.96782,-1.72909,4.53514,2.22318,0.01284
19/07/04,5.67129,-3.7172,-2.42457,-0.64442,1.85538,3.96877
20/07/04,5.67095,-3.71531,-2.43953,-0.61446,1.88775,3.97809
21/07/04,5.77408,-3.96856,-0.80541,0.2132,3.03543,0.0001
22/07/04,5.7697,-3.89135,-0.39448,0.11799,3.49004,0.47741
23/07/04,5.68112,-3.92644,-0.43922,1.59273,3.07082,0.02365
24/07/04,5.68112,-3.92644,-0.43922,1.59273,3.07082,0.02365
25/07/04,5.68112,-3.92644,-0.43922,1.59273,3.07082,0.02365
26/07/04,6.07544,-4.12508,-2.57521,-2.15388,1.58681,5.49735
27/07/04,5.61955,-3.74925,2.48095,-2.31703,3.6052,3.45896
28/07/04,5.91835,-4.02178,-1.91165,-2.10335,1.45485,4.39636
29/07/04,5.65876,-3.78398,2.40058,-2.09508,3.70886,3.6246
30/07/04,5.83807,-3.91431,-2.07165,-1.16126,1.86971,5.30721
31/07/04,5.83807,-3.91431,-2.07165,-1.16126,1.86971,5.30721
01/08/04,5.83807,-3.91431,-2.07165,-1.16126,1.86971,5.30721
02/08/04,5.67335,-3.63275,-0.11087,-0.67645,3.74066,0.67729
03/08/04,5.67617,-3.82492,-0.23723,0.02131,3.52488,0.0001
04/08/04,5.6958,-3.72568,0.26847,-0.48434,4.18928,0.82016
05/08/04,5.59645,-3.66787,-2.1237,-0.27709,2.06798,9.74241
06/08/04,5.62026,-3.66655,-2.61762,-0.46453,1.97066,12.93202
07/08/04,5.62026,-3.66655,-2.61762,-0.46453,1.97066,12.93202
08/08/04,5.62026,-3.66655,-2.61762,-0.46453,1.97066,12.93202
09/08/04,5.61909,-3.54019,-0.41232,-0.98816,3.66892,0.74738
10/08/04,5.4768,-3.50904,-1.37389,-1.39532,2,2.04828
11/08/04,5.49032,-3.52816,-1.31403,-1.24485,2.07085,1.99577
12/08/04,5.48282,-3.51568,-1.21091,-1.36037,2.08417,1.98266
13/08/04,5.46375,-3.49171,-1.35696,-1.44939,2,1.99285
14/08/04,5.46375,-3.49171,-1.35696,-1.44939,2,1.99285
15/08/04,5.46375,-3.49171,-1.35696,-1.44939,2,1.99285
16/08/04,5.48173,-3.51171,-0.83867,-1.99671,2.02276,2.03258
17/08/04,5.79536,-3.74761,-3.131,-2.19366,1.38609,4.17237
18/08/04,5.61346,-3.58179,-2.45237,-2.681,1.23955,2.91641
19/08/04,5.49234,-3.51277,-2.05773,-0.76529,1.97722,2.16167
20/08/04,5.47402,-3.49271,-2.09487,-0.81899,1.96612,2.20469
21/08/04,5.47402,-3.49271,-2.09487,-0.81899,1.96612,2.20469
22/08/04,5.47402,-3.49271,-2.09487,-0.81899,1.96612,2.20469
23/08/04,5.49764,-3.51252,-1.70373,-1.10098,1.97678,2.67893
24/08/04,6.22046,-4.17491,-3.01125,-2.88931,1.62764,6.39083
25/08/04,5.52823,-3.56811,-1.8402,-1.03489,1.89984,2.50248
26/08/04,5.40974,-3.42546,-2.59273,0.1563,1.99199,3.28502
27/08/04,5.58047,-3.52267,-2.63259,-2.51661,1.20391,3.04561
28/08/04,5.58047,-3.52267,-2.63259,-2.51661,1.20391,3.04561
29/08/04,5.58047,-3.52267,-2.63259,-2.51661,1.20391,3.04561
30/08/04,5.75974,-3.71715,-3.019,-1.73352,1.52936,4.7127
31/08/04,5.77352,-3.72363,-3.04393,-1.92452,1.48603,4.63942
01/09/04,5.44229,-3.42024,-1.86562,-1.13344,1.96756,2.68731
02/09/04,5.48568,-3.49613,-2.74832,0.03756,2.07685,1.12752
03/09/04,5.75125,-3.77128,-2.19735,-0.70627,2.37935,9.73586
04/09/04,5.75125,-3.77128,-2.19735,-0.70627,2.37935,9.73586
05/09/04,5.75125,-3.77128,-2.19735,-0.70627,2.37935,9.73586
06/09/04,5.5748,-3.62618,-1.71562,0.18927,2.59583,5.39243
07/09/04,5.58008,-3.63658,-1.66916,0.045,2.56892,5.37075
08/09/04,5.61788,-3.67604,-0.69057,-0.08034,3.13379,1.39371
09/09/04,5.67016,-3.69074,-1.56815,-1.22725,2.16276,4.59874
10/09/04,5.53309,-3.59636,-2,0.3343,2.5336,3.845
11/09/04,5.53309,-3.59636,-2,0.3343,2.5336,3.845
12/09/04,5.53309,-3.59636,-2,0.3343,2.5336,3.845
13/09/04,5.45196,-3.48198,1.30897,-0.09851,5.66137,0.98072
14/09/04,5.85823,-3.87449,-1.98626,-1.48046,2.17666,7.28124
15/09/04,5.4596,-3.53042,-0.37788,-0.98812,2.70411,2.53479
16/09/04,5.53894,-3.6148,0.65396,0.15057,4.82376,0.30996
17/09/04,5.46113,-3.43441,-1.73722,-0.23701,2.59506,3.4755
18/09/04,5.46113,-3.43441,-1.73722,-0.23701,2.59506,3.4755
19/09/04,5.46113,-3.43441,-1.73722,-0.23701,2.59506,3.4755
20/09/04,5.518,-3.53562,0.13311,-1.05831,3.45698,2.09821
21/09/04,5.54722,-3.55992,-0.0625,-0.2809,4.01845,3.02274
22/09/04,5.42953,-3.43251,-1.7167,-0.0625,2.57303,3.00637
23/09/04,5.42122,-3.4162,-0.90565,-0.20523,3.33453,2.07581
24/09/04,5.45245,-3.44291,-0.14746,-0.52027,3.88462,1.47757
25/09/04,5.45245,-3.44291,-0.14746,-0.52027,3.88462,1.47757
26/09/04,5.45245,-3.44291,-0.14746,-0.52027,3.88462,1.47757
27/09/04,5.59288,-3.60856,0.3087,-0.10426,5.4465,0.0625
28/09/04,5.30221,-3.32282,1.59784,-0.19206,6.0524,2.39298
29/09/04,5.48103,-3.49118,-1.90469,0.20741,2.79327,3.08915
30/09/04,5.49187,-3.72471,-0.90766,0.58853,3.20751,0.28123
01/10/04,5.46264,-3.43689,-0.93028,-0.84805,2.70502,2.75717
02/10/04,5.46264,-3.43689,-0.93028,-0.84805,2.70502,2.75717
03/10/04,5.46264,-3.43689,-0.93028,-0.84805,2.70502,2.75717
04/10/04,5.47499,-3.44713,-1.27304,-0.79096,2.49365,3.17606
05/10/04,5.45858,-3.43891,-0.82136,-0.74773,2.75237,2.85534
06/10/04,5.43015,-3.40416,-0.83249,-0.93933,2.66749,3.08066
07/10/04,5.48991,-3.49998,4.34744,-4.52365,4.123,3.82182
08/10/04,5.4814,-3.45434,-2.72008,0.22363,2.32783,4.12846
09/10/04,5.4814,-3.45434,-2.72008,0.22363,2.32783,4.12846
10/10/04,5.4814,-3.45434,-2.72008,0.22363,2.32783,4.12846
11/10/04,5.6082,-3.57551,-2.38651,-1.05303,2.04547,4.98736
12/10/04,5.41762,-3.36049,0.03804,-1.7209,3.04376,2.22135
13/10/04,5.62744,-3.58313,-2.45117,-1.16445,2.04271,5.17464
14/10/04,5.37315,-3.34,-1.39005,-1.67502,2,2.97192
15/10/04,5.34047,-3.30353,-1.39663,-1.64954,2,2.92296
16/10/04,5.34047,-3.30353,-1.39663,-1.64954,2,2.92296
17/10/04,5.34047,-3.30353,-1.39663,-1.64954,2,2.92296
18/10/04,5.39574,-3.37003,-1.35574,-1.80744,2,2.75333
19/10/04,5.3971,-3.35784,-1.35597,-1.80819,2,2.75329
20/10/04,5.40801,-3.36024,-1.71001,-1.05596,2.40269,2.17882
21/10/04,5.38958,-3.33302,-1.0796,-2.27782,2.02974,2.58495
22/10/04,5.38594,-3.33,-2.27011,-0.48353,2.3735,2.25018
23/10/04,5.38594,-3.33,-2.27011,-0.48353,2.3735,2.25018
24/10/04,5.38594,-3.33,-2.27011,-0.48353,2.3735,2.25018
25/10/04,5.36832,-3.30749,-1.12824,-1.65892,2.44434,2.21221
26/10/04,5.35304,-3.29533,-1.99449,-1.37688,2,2.69355
27/10/04,5.38178,-3.30392,-1.1291,-1.66828,2.45278,2.18523
28/10/04,5.38285,-3.33876,-1.37757,-1.7696,2,3.0158
29/10/04,5.38325,-3.3198,-1.36406,-1.8193,2,2.87206
30/10/04,5.38325,-3.3198,-1.36406,-1.8193,2,2.87206
31/10/04,5.38325,-3.3198,-1.36406,-1.8193,2,2.87206
01/11/04,5.38165,-3.29326,-2.26439,-0.97067,2.07454,2.53443
02/11/04,5.36952,-3.29899,-1.37658,-1.74714,2,2.78195
03/11/04,5.4056,-3.31981,-2.25304,-0.78897,2.12339,2.81089
04/11/04,5.36113,-3.2571,-2.24928,-0.52776,2.35959,2.16693
05/11/04,5.33997,-3.23117,-2.14464,-0.61069,2.38138,2.29271
06/11/04,5.33997,-3.23117,-2.14464,-0.61069,2.38138,2.29271
07/11/04,5.33997,-3.23117,-2.14464,-0.61069,2.38138,2.29271
08/11/04,5.34588,-3.25679,-1.28581,-0.70941,2.65713,1.72411
09/11/04,5.3264,-3.21936,-2.25893,-0.19812,2.39608,4.39273
10/11/04,5.30056,-3.1701,-2.38159,-0.31819,2.3017,4.36173
11/11/04,5.31209,-3.17592,-1.78852,-0.98261,2.36377,2.20914
12/11/04,5.26392,-3.12265,-0.52464,-2.33619,2.39149,2.03969
13/11/04,5.26392,-3.12265,-0.52464,-2.33619,2.39149,2.03969
14/11/04,5.26392,-3.12265,-0.52464,-2.33619,2.39149,2.03969
15/11/04,5.21872,-3.07118,-0.52645,-2.34333,2.3641,2.00284
16/11/04,5.19058,-3.04061,-1.89032,-0.92958,2.39064,2.17105
17/11/04,5.20118,-3.05633,-2.21813,-0.92605,2.15891,2.55665
18/11/04,5.20351,-3.07095,-0.32918,-2,2.70967,2.04672
19/11/04,5.20612,-3.08734,-1.94396,-1.18607,2,3.0662
20/11/04,5.20612,-3.08734,-1.94396,-1.18607,2,3.0662
21/11/04,5.20612,-3.08734,-1.94396,-1.18607,2,3.0662
22/11/04,5.232,-3.09257,0.00637,-2.65073,2.37977,2.42521
23/11/04,5.21213,-3.07327,3.045,-6.65555,1.73581,1.97424
24/11/04,5.20196,-3.05107,-1.76981,-1.05666,2.42769,2.16844
25/11/04,5.18169,-3.03172,-0.54449,-2.34023,2.40384,2.02486
26/11/04,5.15064,-3.01494,-1.08888,-2.31857,1.92528,2.40903
27/11/04,5.15064,-3.01494,-1.08888,-2.31857,1.92528,2.40903
28/11/04,5.15064,-3.01494,-1.08888,-2.31857,1.92528,2.40903
29/11/04,5.13506,-3.00313,-2.26239,-0.99263,2.0247,2.44856
30/11/04,5.1856,-3.04943,-1.12549,-1.69934,2.3538,2.07723
01/12/04,5.15034,-3.02123,-1.0895,-2.37899,1.89741,2.39755
02/12/04,5.15974,-3.04099,-0.50048,-2.37227,2.38231,2.02486
03/12/04,5.20186,-3.12049,-1.34788,-0.89125,2.56174,2.04516
04/12/04,5.20186,-3.12049,-1.34788,-0.89125,2.56174,2.04516
05/12/04,5.20186,-3.12049,-1.34788,-0.89125,2.56174,2.04516
06/12/04,5.12151,-2.9931,-0.77394,-2.22037,2.32548,2.00108
07/12/04,5.12866,-3.01856,-0.93037,-2.35518,2.16822,2.36211
08/12/04,5.11978,-3.03401,-1.02315,-1.75725,2.52507,2.31187
09/12/04,5.07454,-3.01735,-0.19462,-1.64438,3.27644,2.11102
10/12/04,5.08457,-3.03305,-1.56358,-1.29906,2.33993,2.74422
11/12/04,5.08457,-3.03305,-1.56358,-1.29906,2.33993,2.74422
12/12/04,5.08457,-3.03305,-1.56358,-1.29906,2.33993,2.74422
13/12/04,5.00987,-2.94788,0.04392,-1.85235,3.28377,2.23828
14/12/04,5.03389,-2.9669,-1.98933,-1.19304,2.10407,2.80059
15/12/04,4.90255,-2.83588,-1.43437,-1.69478,2,3.24608
16/12/04,4.91623,-2.83853,-1.21361,-2.40378,1.72956,2.98341
17/12/04,5.0723,-3.07551,2.09411,-2.1931,5.43497,4.29143
18/12/04,5.0723,-3.07551,2.09411,-2.1931,5.43497,4.29143
19/12/04,5.0723,-3.07551,2.09411,-2.1931,5.43497,4.29143
20/12/04,4.93917,-2.86362,-1.9972,-0.7434,2.21574,4.36152
21/12/04,4.89669,-2.84442,-1.91765,0.23819,2.92884,4.27947
22/12/04,5.01149,-2.96197,-1.54144,-0.10261,3.19155,2.07536
23/12/04,4.99751,-2.95138,-1.12898,-0.66882,2.97724,3.77894
24/12/04,4.99751,-2.95138,-1.12898,-0.66882,2.97724,3.77894
25/12/04,4.99751,-2.95138,-1.12898,-0.66882,2.97724,3.77894
26/12/04,4.99751,-2.95138,-1.12898,-0.66882,2.97724,3.77894
27/12/04,5.00263,-2.95484,-1.25533,-0.54793,3.08737,2.95774
28/12/04,5.04551,-3.00598,-1.61573,0.1412,3.37441,3.77453
29/12/04,5.38476,-3.37011,-1.60305,-0.96795,2.91273,8.78664
30/12/04,5.17183,-3.17425,-0.89148,0.07498,3.92665,7.50765
31/12/04,5.17183,-3.17425,-0.89148,0.07498,3.92665,7.50765
01/01/05,5.17183,-3.17425,-0.89148,0.07498,3.92665,7.50765
02/01/05,5.17183,-3.17425,-0.89148,0.07498,3.92665,7.50765
03/01/05,5.00032,-3.0168,-1.51972,-1.04054,2.0421,3.7253
04/01/05,5.03641,-3.04397,0.89149,-0.12475,6.84197,0.0001
05/01/05,4.96623,-2.94538,-2,0.58502,2.83288,4.16928
06/01/05,4.77377,-2.77582,-1.03932,0.93528,3.58953,11.7398
07/01/05,4.92648,-2.93001,-1.05298,-1.15322,2.38404,3.35051
08/01/05,4.92648,-2.93001,-1.05298,-1.15322,2.38404,3.35051
09/01/05,4.92648,-2.93001,-1.05298,-1.15322,2.38404,3.35051
10/01/05,4.96241,-2.9537,-2.10962,0.45647,3.00175,3.27883
11/01/05,4.90153,-2.90194,-1.09132,-1.07823,2.39706,3.57353
12/01/05,4.98517,-2.95895,-2.15258,2.45597,5.80572,6.51782
13/01/05,4.91554,-2.91635,-1.73258,-0.22708,2.48632,3.68716
14/01/05,4.84073,-2.82203,-0.82249,-1.20256,2.58763,3.24127
15/01/05,4.84073,-2.82203,-0.82249,-1.20256,2.58763,3.24127
16/01/05,4.84073,-2.82203,-0.82249,-1.20256,2.58763,3.24127
17/01/05,4.80081,-2.77579,-1.41941,-1.34898,1.94807,3.67681
18/01/05,4.85258,-2.83889,-1.19193,-0.6777,2.71661,4.26403
19/01/05,4.84519,-2.83519,-1.76289,-0.97218,2.09614,6.16348
20/01/05,4.76692,-2.75023,-1.23425,-0.35467,2.83279,4.37216
21/01/05,4.82694,-2.78413,0.0257,-0.97862,3.96265,2.91904
22/01/05,4.82694,-2.78413,0.0257,-0.97862,3.96265,2.91904
23/01/05,4.82694,-2.78413,0.0257,-0.97862,3.96265,2.91904
24/01/05,4.77503,-2.73254,0.26473,-2.4461,2.34119,2.53497
25/01/05,4.19285,-2.22972,3.4241,0.49212,10.65704,0.0001
26/01/05,4.75662,-2.71671,-1.10456,-1.33132,2.19547,2.38267
27/01/05,4.70129,-2.69546,-0.88964,-2.54571,1.24073,2.15592
28/01/05,4.66829,-2.52485,-1.18318,-3.01732,1.08479,2.31615
29/01/05,4.66829,-2.52485,-1.18318,-3.01732,1.08479,2.31615
30/01/05,4.66829,-2.52485,-1.18318,-3.01732,1.08479,2.31615
31/01/05,4.66161,-2.64591,-1.49144,-0.28912,2.40145,2.79729
01/02/05,4.62984,-2.58828,-0.70454,-3.84572,0.84672,2.03577
02/02/05,4.616,-2.5598,-0.96318,-3.41353,0.9058,2.12321
03/02/05,4.52409,-2.48742,-0.3919,-1.23966,2.1597,2.19798
04/02/05,4.57817,-2.51322,-1.17693,-0.40953,2.38933,2.8832
05/02/05,4.57817,-2.51322,-1.17693,-0.40953,2.38933,2.8832
06/02/05,4.57817,-2.51322,-1.17693,-0.40953,2.38933,2.8832
07/02/05,4.45549,-2.42781,-1.00119,-2.22866,1.12358,2.49285
08/02/05,4.46727,-2.47202,-0.86488,-0.61002,2.28811,3.35564
09/02/05,4.33706,-2.2869,-1.15572,-3.08227,0.71312,1.83416
10/02/05,4.36362,-2.38382,-0.30291,-3.4349,0.89025,1.87525
11/02/05,4.42268,-2.40144,-0.15751,-1.26001,2.42325,1.87673
12/02/05,4.42268,-2.40144,-0.15751,-1.26001,2.42325,1.87673
13/02/05,4.42268,-2.40144,-0.15751,-1.26001,2.42325,1.87673
14/02/05,4.52191,-2.4956,0.2379,-2.46203,1.92123,2.25815
15/02/05,4.501,-2.49613,-1.77867,0.1599,2.22448,3.17121
16/02/05,4.4382,-2.45086,2.32982,-2.0141,4.5006,3.75539
17/02/05,4.48719,-2.50716,1.03864,-1.06514,3.88594,2.80196
18/02/05,4.65316,-2.67297,-1.30758,-0.68836,1.9764,2.97996
19/02/05,4.65316,-2.67297,-1.30758,-0.68836,1.9764,2.97996
20/02/05,4.65316,-2.67297,-1.30758,-0.68836,1.9764,2.97996
21/02/05,4.70658,-2.73566,-1.71542,0.21162,2.25411,3.087
22/02/05,4.74544,-2.75121,-0.23325,-1.98641,1.87607,2.05793
23/02/05,4.67381,-2.68758,-1.84302,1.06696,2.71478,4.68862
24/02/05,4.8117,-2.80935,0.2563,-3.11847,1.50323,2.05944
25/02/05,4.7787,-2.77912,-0.4401,-1.75727,1.85502,2.25362
26/02/05,4.7787,-2.77912,-0.4401,-1.75727,1.85502,2.25362
27/02/05,4.7787,-2.77912,-0.4401,-1.75727,1.85502,2.25362
28/02/05,4.72956,-2.67385,-1.66561,-3.70258,0.58487,1.93996
01/03/05,4.78983,-2.77937,-1.89708,-0.28181,1.88976,2.74392
02/03/05,4.83895,-2.83312,-0.92117,-0.40859,2.60937,1.66329
03/03/05,4.91679,-2.90944,-1.16177,-2.37304,1.28726,2.51549
04/03/05,4.89364,-2.83812,-1.13262,-4.10882,0.74078,1.95766
05/03/05,4.89364,-2.83812,-1.13262,-4.10882,0.74078,1.95766
06/03/05,4.89364,-2.83812,-1.13262,-4.10882,0.74078,1.95766
07/03/05,4.78349,-2.76616,-1.0532,-1.0507,2.15065,2.48262
08/03/05,4.79494,-2.77792,-1.00083,-1.20367,2.12218,2.4845
09/03/05,4.88372,-2.86319,-0.83186,-1.48499,2.10916,2.39524
10/03/05,4.92229,-2.90238,-1.39759,-0.51699,2.28622,1.96259
11/03/05,4.92673,-2.89597,-1.46639,-0.58083,2.27338,3.25049
12/03/05,4.92673,-2.89597,-1.46639,-0.58083,2.27338,3.25049
13/03/05,4.92673,-2.89597,-1.46639,-0.58083,2.27338,3.25049
14/03/05,4.98153,-2.9518,-1.50052,-0.56592,2.27569,3.25097
15/03/05,4.91976,-2.90261,-1.77526,-0.66925,1.96708,3.23635
16/03/05,4.83312,-2.86365,-1.81856,0.328,2.46528,2.98147
17/03/05,4.82215,-2.85472,-1.54782,-0.80192,1.82217,3.48457
18/03/05,3.80916,-1.83018,0.92961,3.11199,8.84488,10.40721
19/03/05,3.80916,-1.83018,0.92961,3.11199,8.84488,10.40721
20/03/05,3.80916,-1.83018,0.92961,3.11199,8.84488,10.40721
21/03/05,4.8333,-2.85716,-1.53307,-0.72818,1.7807,3.61418
22/03/05,4.81165,-2.818,-0.63843,-0.55578,2.65415,2.68049
23/03/05,4.74251,-2.71007,0.99777,-0.31638,5.26691,0.0001
24/03/05,4.72405,-2.72172,0.55858,1.41756,4.41873,0.0001
25/03/05,4.72405,-2.72172,0.55858,1.41756,4.41873,0.0001
26/03/05,4.72405,-2.72172,0.55858,1.41756,4.41873,0.0001
27/03/05,4.72405,-2.72172,0.55858,1.41756,4.41873,0.0001
28/03/05,4.72405,-2.72172,0.55858,1.41756,4.41873,0.0001
29/03/05,4.41662,-2.48165,2.65595,0.27319,7.6905,0.6638
30/03/05,4.79154,-2.76382,-0.97671,0.67491,2.84769,0.01002
31/03/05,4.25665,-2.25565,2.98773,-0.49003,8.41194,0.0001
01/04/05,4.77839,-2.76257,-1.19102,-1.33631,1.82353,3.12227
02/04/05,4.77839,-2.76257,-1.19102,-1.33631,1.82353,3.12227
03/04/05,4.77839,-2.76257,-1.19102,-1.33631,1.82353,3.12227
04/04/05,4.7405,-2.73022,-1.75214,0.26166,2.62968,2.98484
05/04/05,4.79689,-2.79055,-0.34243,-0.62777,3.25913,2.56794
06/04/05,4.84497,-2.80659,-1.54395,-0.6284,2.30763,2.31484
07/04/05,4.87686,-2.86578,-1.61907,0.04377,2.84888,17.60601
08/04/05,4.86787,-2.86574,0.03124,-1.20931,3.33064,2.88189
09/04/05,4.86787,-2.86574,0.03124,-1.20931,3.33064,2.88189
10/04/05,4.86787,-2.86574,0.03124,-1.20931,3.33064,2.88189
11/04/05,4.85552,-2.83398,-0.49029,-2.07061,2.15667,2.47478
12/04/05,4.8455,-2.82636,-0.23067,-1.27268,3.09936,2.62592
13/04/05,4.83568,-2.81512,-1.16287,-0.8924,2.54302,2.54143
14/04/05,4.77634,-2.80055,-0.53402,-2.63076,1.60819,2.43608
15/04/05,4.84189,-2.58999,-1.95777,-0.66306,2.93196,0.42347
16/04/05,4.84189,-2.58999,-1.95777,-0.66306,2.93196,0.42347
17/04/05,4.84189,-2.58999,-1.95777,-0.66306,2.93196,0.42347
18/04/05,4.79161,-2.71475,-1.89606,-1.20287,2.08813,3.88356
19/04/05,4.79095,-2.75577,-1.69546,-0.41379,2.68832,1.82082
20/04/05,4.77404,-2.69424,-2.15894,-1.05103,1.93904,4.00993
21/04/05,4.77343,-2.68948,-2.23378,-1.36356,1.65947,4.39962
22/04/05,4.81139,-2.73428,-1.76338,-0.39268,2.85259,0.71555
23/04/05,4.81139,-2.73428,-1.76338,-0.39268,2.85259,0.71555
24/04/05,4.81139,-2.73428,-1.76338,-0.39268,2.85259,0.71555
25/04/05,4.74871,-2.6759,-2.20135,-1.2957,1.68165,4.25074
26/04/05,4.71668,-2.64023,-2.21716,-1.16811,1.76827,4.3673
27/04/05,4.68656,-2.60987,-2.23166,-1.05709,1.73182,4.3955
28/04/05,4.67593,-2.72499,-2.20375,0.00394,2.48649,0.0001
29/04/05,4.65655,-2.52321,-2.37224,-0.39434,2.39563,0.6208
30/04/05,4.65655,-2.52321,-2.37224,-0.39434,2.39563,0.6208
01/05/05,4.65655,-2.52321,-2.37224,-0.39434,2.39563,0.6208
02/05/05,4.69022,-2.62741,-1.2563,-2.79399,1.3992,2.78304
03/05/05,4.68566,-2.6291,-1.20384,-2.69743,1.48105,2.69958
04/05/05,4.72094,-2.6594,-1.87804,-2.0067,1.55722,2.81843
05/05/05,4.70967,-2.62538,-2.31318,-1.1985,1.81829,4.00067
06/05/05,4.75818,-2.69291,-1.86625,-2.31166,1.45381,2.72465
07/05/05,4.75818,-2.69291,-1.86625,-2.31166,1.45381,2.72465
08/05/05,4.75818,-2.69291,-1.86625,-2.31166,1.45381,2.72465
09/05/05,4.72181,-2.63378,-1.71323,-3.26805,0.96874,2.41111
10/05/05,4.65428,-2.5806,-0.4731,-2.82059,1.74121,2.4123
11/05/05,4.57568,-2.49379,-1.31243,-3.45365,0.98184,2.28396
12/05/05,4.62519,-2.55403,-2.31563,-1.03001,1.86947,3.34144
13/05/05,4.53421,-2.46989,-2.08353,-0.88043,2.03145,3.53605
14/05/05,4.53421,-2.46989,-2.08353,-0.88043,2.03145,3.53605
15/05/05,4.53421,-2.46989,-2.08353,-0.88043,2.03145,3.53605
16/05/05,4.6022,-2.55749,-1.81262,-1.50575,1.72004,3.32813
17/05/05,4.54775,-2.482,-1.82551,-1.08864,2.02607,3.36747
18/05/05,4.5042,-2.43706,-1.97638,-0.87032,2.04941,3.46125
19/05/05,4.48084,-2.45788,-0.63998,-1.45135,2.52087,2.74333
20/05/05,4.52458,-2.46599,-1.81918,-0.38211,2.6223,1.58105
21/05/05,4.52458,-2.46599,-1.81918,-0.38211,2.6223,1.58105
22/05/05,4.52458,-2.46599,-1.81918,-0.38211,2.6223,1.58105
