Date,BETA0,BETA1,BETA2,BETA3,TAU1,TAU2
01/01/00,8.01258,-4.95911,-0.00032,-5.36438,1.94645,7.45352
02/01/00,8.01258,-4.95911,-0.00032,-5.36438,1.94645,7.45352
03/01/00,8.01258,-4.95911,-0.00032,-5.36438,1.94645,7.45352
04/01/00,7.78627,-4.74383,0.00084,-4.35305,1.83807,7.15108
05/01/00,7.40167,-4.33957,0.0009,-3.49928,1.69308,6.0117
06/01/00,7.43522,-4.38626,-0.00295,-3.36846,1.74632,6.13108
07/01/00,7.29814,-4.24828,0.00185,-3.26759,1.64719,5.10288
08/01/00,7.29814,-4.24828,0.00185,-3.26759,1.64719,5.10288
09/01/00,7.29814,-4.24828,0.00185,-3.26759,1.64719,5.10288
10/01/00,6.79601,-3.78871,-0.00322,-2.9831,1.21809,2.88344
11/01/00,6.95302,-3.94083,0.00348,-2.75224,1.40076,3.59448
12/01/00,7.36963,-4.32821,0.00127,-3.09602,1.73738,5.68047
13/01/00,7.64534,-4.59031,0.01097,-3.75717,1.86521,6.47204
14/01/00,8.1119,-5.04509,0.00165,-5.01934,2.06581,7.55461
15/01/00,8.1119,-5.04509,0.00165,-5.01934,2.06581,7.55461
16/01/00,8.1119,-5.04509,0.00165,-5.01934,2.06581,7.55461
17/01/00,8.13558,-5.09171,0.01254,-4.89468,2.02993,7.38904
18/01/00,8.08677,-5.0385,0.00279,-4.67915,1.9854,7.26034
19/01/00,7.90947,-4.8621,0.00505,-3.97932,2.00486,7.43593
20/01/00,7.94619,-4.87048,29.49902,-30,4.23745,4.74942
21/01/00,8.93814,-5.86535,-0.05589,-6.95533,2.35927,9.89951
22/01/00,8.93814,-5.86535,-0.05589,-6.95533,2.35927,9.89951
23/01/00,8.93814,-5.86535,-0.05589,-6.95533,2.35927,9.89951
24/01/00,8.72462,-5.64804,-0.00138,-6.57333,2.24297,9.48136
25/01/00,8.46744,-5.36772,0.01624,-5.95563,2.2302,9.18356
26/01/00,8.31516,-5.19492,0.00199,-5.61655,2.22952,9.27455
27/01/00,8.24979,-5.09375,-0.00261,-5.57286,2.17244,9.61406
28/01/00,7.95359,-4.76786,0.00167,-4.42904,2.05035,8.82984
29/01/00,7.95359,-4.76786,0.00167,-4.42904,2.05035,8.82984
30/01/00,7.95359,-4.76786,0.00167,-4.42904,2.05035,8.82984
31/01/00,8.09921,-4.87151,0.00162,-5.0097,2.13248,9.49469
01/02/00,8.12541,-4.87709,0.00122,-5.40633,2.13163,9.55701
02/02/00,7.42655,-4.15252,-0.00376,-3.49608,1.97849,7.71181
03/02/00,7.53625,-4.26383,0.00157,-3.77848,1.96223,7.8714
04/02/00,7.55552,-4.32054,0.04114,-4.25111,2.03662,8.85186
05/02/00,7.55552,-4.32054,0.04114,-4.25111,2.03662,8.85186
06/02/00,7.55552,-4.32054,0.04114,-4.25111,2.03662,8.85186
07/02/00,8.27083,-5.03783,0.00295,-5.97851,2.10416,10.07588
08/02/00,8.509,-5.26275,0.00145,-6.69087,2.22851,10.80817
09/02/00,8.61024,-5.36204,0.05941,-7.29989,2.24098,11.10337
10/02/00,8.46507,-5.22975,-0.00098,-6.59972,2.1903,10.97132
11/02/00,7.53259,-4.26259,9.89716,-10.30686,4.0926,5.97291
12/02/00,7.53259,-4.26259,9.89716,-10.30686,4.0926,5.97291
13/02/00,7.53259,-4.26259,9.89716,-10.30686,4.0926,5.97291
14/02/00,8.93369,-5.68006,-0.76887,-7.78454,2.01245,11.32731
15/02/00,8.89955,-5.62189,-0.59369,-7.74937,2.11617,11.45853
16/02/00,8.93921,-5.65932,-0.85908,-7.80655,1.97787,11.29269
17/02/00,7.79845,-4.46184,25.25252,-25.88547,4.99175,5.92317
18/02/00,6.13807,-2.81115,-1.3157,-2.06503,0.46232,1.12261
19/02/00,6.13807,-2.81115,-1.3157,-2.06503,0.46232,1.12261
20/02/00,6.13807,-2.81115,-1.3157,-2.06503,0.46232,1.12261
21/02/00,6.11264,-2.60498,-1.77791,-1.93769,0.43198,1.31418
22/02/00,7.10953,-3.67779,-0.00016,-3.18103,1.8271,8.55313
23/02/00,7.43399,-3.97996,-0.01041,-4.06662,2.04219,9.60707
24/02/00,7.41622,-3.97177,0.00149,-3.82374,2.08023,9.13211
25/02/00,7.48451,-4.05858,0.00309,-3.93881,2.26916,9.57782
26/02/00,7.48451,-4.05858,0.00309,-3.93881,2.26916,9.57782
27/02/00,7.48451,-4.05858,0.00309,-3.93881,2.26916,9.57782
28/02/00,7.69145,-4.2695,0.03085,-4.45596,2.20854,9.90487
29/02/00,7.33761,-3.89747,-0.00337,-3.40352,2.06844,9.07495
01/03/00,7.47568,-3.99868,0.01483,-3.80748,2.18085,9.91709
02/03/00,7.28349,-3.79955,-0.00158,-3.25648,2.0485,9.30795
03/03/00,7.07159,-3.60557,-0.00016,-2.81734,1.92062,8.78504
04/03/00,7.07159,-3.60557,-0.00016,-2.81734,1.92062,8.78504
05/03/00,7.07159,-3.60557,-0.00016,-2.81734,1.92062,8.78504
06/03/00,6.86001,-3.38791,0.00129,-2.47692,1.76493,7.15389
07/03/00,6.85375,-3.36282,0.00149,-2.58114,1.73113,6.89542
08/03/00,6.66091,-3.13208,-0.02127,-1.9811,1.65835,5.65627
09/03/00,6.26045,-2.76472,0.0197,-1.94467,1.07399,2.56244
10/03/00,6.82962,-3.22826,0.00107,-2.71905,1.83786,6.28312
11/03/00,6.82962,-3.22826,0.00107,-2.71905,1.83786,6.28312
12/03/00,6.82962,-3.22826,0.00107,-2.71905,1.83786,6.28312
13/03/00,6.45172,-2.87839,0.00151,-2.13288,1.37631,4.01563
14/03/00,6.89745,-3.24421,0.00025,-2.8636,1.87252,6.96398
15/03/00,7.02611,-3.36093,0.00045,-3.27255,1.936,7.52314
16/03/00,7.21329,-3.54427,0.00108,-3.90111,2.01349,8.56566
17/03/00,7.34215,-3.67826,0.00632,-4.3792,2.2089,9.35305
18/03/00,7.34215,-3.67826,0.00632,-4.3792,2.2089,9.35305
19/03/00,7.34215,-3.67826,0.00632,-4.3792,2.2089,9.35305
20/03/00,6.87532,-3.22502,0.001,-3.17526,1.97669,7.98237
21/03/00,6.97644,-3.35193,0.00934,-3.51023,2.04582,8.41112
22/03/00,7.46933,-3.81109,0.01146,-4.67839,2.37493,9.71998
23/03/00,7.28747,-3.61325,0.00003,-4.28144,2.37227,9.86546
24/03/00,7.16065,-3.48032,-0.03815,-3.98404,2.20967,9.06142
25/03/00,7.16065,-3.48032,-0.03815,-3.98404,2.20967,9.06142
26/03/00,7.16065,-3.48032,-0.03815,-3.98404,2.20967,9.06142
27/03/00,7.57674,-3.89025,-0.00488,-4.9162,2.33952,9.90234
28/03/00,7.25128,-3.5747,-0.00702,-4.03075,2.20603,9.49208
29/03/00,7.12838,-3.451,-0.00685,-3.64309,2.16212,8.79953
30/03/00,7.46041,-3.75426,0.0019,-4.45845,2.3338,9.39082
31/03/00,7.08097,-3.3701,0.00079,-3.5891,2.24476,8.31068
01/04/00,7.08097,-3.3701,0.00079,-3.5891,2.24476,8.31068
02/04/00,7.08097,-3.3701,0.00079,-3.5891,2.24476,8.31068
03/04/00,6.82184,-3.12237,-0.00528,-3.00118,2.0508,7.6746
04/04/00,7.02518,-3.30868,-0.0202,-3.53891,2.25663,8.62594
05/04/00,8.50286,-4.76582,-1.01327,-7.49565,2.46119,11.53077
06/04/00,7.6831,-3.94238,26.56728,-28.39701,6.21025,6.99251
07/04/00,7.0234,-3.28513,25.65395,-26.38169,5.23384,5.75538
08/04/00,7.0234,-3.28513,25.65395,-26.38169,5.23384,5.75538
09/04/00,7.0234,-3.28513,25.65395,-26.38169,5.23384,5.75538
10/04/00,6.89494,-3.1841,0.00182,-3.34298,2.26426,8.57397
11/04/00,6.74891,-2.99172,0.00133,-3.00152,2.29439,8.15611
12/04/00,6.79655,-3.03276,0.00308,-2.89314,2.2311,8.12771
13/04/00,6.64943,-2.8701,0.00119,-2.57321,2.15565,7.88953
14/04/00,6.63475,-2.86999,0.00247,-2.66901,2.02935,7.5729
15/04/00,6.63475,-2.86999,0.00247,-2.66901,2.02935,7.5729
16/04/00,6.63475,-2.86999,0.00247,-2.66901,2.02935,7.5729
17/04/00,6.98646,-3.20919,0.01759,-3.25403,2.41168,8.66768
18/04/00,7.20777,-3.38844,0.0098,-3.76657,2.59721,9.80632
19/04/00,6.76834,-2.95262,4.13588,-4.97732,3.98876,6.13954
20/04/00,6.83891,-2.99777,0.00197,-2.79608,2.25542,8.47008
21/04/00,6.83891,-2.99777,0.00197,-2.79608,2.25542,8.47008
22/04/00,6.83891,-2.99777,0.00197,-2.79608,2.25542,8.47008
23/04/00,6.83891,-2.99777,0.00197,-2.79608,2.25542,8.47008
24/04/00,6.83891,-2.99777,0.00197,-2.79608,2.25542,8.47008
25/04/00,6.64387,-2.76696,0.00087,-2.32689,1.98855,7.04895
26/04/00,6.68527,-2.81806,-0.0086,-2.46637,1.9187,7.49425
27/04/00,6.48291,-2.60472,0.00148,-2.11703,1.82214,6.54214
28/04/00,5.96635,-2.23916,-0.00025,1.05211,2.54,0.67126
29/04/00,5.96635,-2.23916,-0.00025,1.05211,2.54,0.67126
30/04/00,5.96635,-2.23916,-0.00025,1.05211,2.54,0.67126
01/05/00,5.96635,-2.23916,-0.00025,1.05211,2.54,0.67126
02/05/00,5.90333,-2.19854,-0.00896,-2.24128,0.4746,1.39671
03/05/00,5.93959,-2.12926,-0.01593,-1.91215,0.57134,1.67826
04/05/00,6.09039,-2.15087,0.00088,-1.80436,0.6458,1.73572
05/05/00,6.09827,-2.00188,-0.00374,-1.08554,1.22586,3.56206
06/05/00,6.09827,-2.00188,-0.00374,-1.08554,1.22586,3.56206
07/05/00,6.09827,-2.00188,-0.00374,-1.08554,1.22586,3.56206
08/05/00,5.97721,-2.03202,0.00125,-1.62054,0.63996,1.64612
09/05/00,5.90878,-1.95896,0.00104,-1.56585,0.59662,1.52214
10/05/00,5.94925,-1.84771,-0.0044,-0.90345,1.20037,3.40138
11/05/00,6.05459,-1.91753,0.00323,-1.15673,1.2997,4.08528
12/05/00,5.97699,-1.85449,-0.00005,-0.94686,0.98431,3.33102
13/05/00,5.97699,-1.85449,-0.00005,-0.94686,0.98431,3.33102
14/05/00,5.97699,-1.85449,-0.00005,-0.94686,0.98431,3.33102
15/05/00,5.89567,-1.8193,-0.00021,-0.91833,0.81302,2.19149
16/05/00,5.82169,-1.79796,-0.00044,-1.24399,0.56487,1.43061
17/05/00,5.75332,-1.22255,-1.9068,-1.4552,0.17703,0.94564
18/05/00,5.7857,-1.77748,0.00045,-1.14529,0.40418,1.11101
19/05/00,5.73668,-1.83402,-0.71158,-1.34514,0.20065,0.80959
20/05/00,5.73668,-1.83402,-0.71158,-1.34514,0.20065,0.80959
21/05/00,5.73668,-1.83402,-0.71158,-1.34514,0.20065,0.80959
22/05/00,5.61278,-0.83424,0.66044,-1.83978,2.78918,0.08049
23/05/00,5.67138,-1.65681,-0.58668,-1.20763,0.25492,1.00727
24/05/00,5.70863,-1.78375,-0.00298,1.37848,1.66186,0.48903
25/05/00,5.70251,-1.79792,0.00573,-1.44999,0.31218,1.09857
26/05/00,5.68136,-1.68158,-0.0024,-1.35033,0.41487,1.5415
27/05/00,5.68136,-1.68158,-0.0024,-1.35033,0.41487,1.5415
28/05/00,5.68136,-1.68158,-0.0024,-1.35033,0.41487,1.5415
29/05/00,5.74356,-1.66569,-0.00117,-1.50084,0.50056,1.89187
30/05/00,5.76311,-1.6444,-0.00002,-1.53483,0.56578,2.2075
31/05/00,5.65341,-1.51186,-0.00013,-1.10494,0.4643,2.05893
01/06/00,5.55513,-1.48257,0.00002,-0.89841,0.39445,2.11444
02/06/00,5.54599,-1.55198,-0.00032,-1.14104,0.3603,1.98642
03/06/00,5.54599,-1.55198,-0.00032,-1.14104,0.3603,1.98642
04/06/00,5.54599,-1.55198,-0.00032,-1.14104,0.3603,1.98642
05/06/00,5.65515,-1.57072,0.00086,-1.83391,0.42952,2.00196
06/06/00,5.69016,-1.62123,0.01284,-1.92329,0.42096,2.04697
07/06/00,5.82088,-1.62254,0.00017,0.94554,3.91361,0.59648
08/06/00,5.74923,-1.52289,0.00094,-1.85102,0.59501,2.16372
09/06/00,5.62771,-1.35048,-0.00059,-1.16293,0.47685,2.59171
10/06/00,5.62771,-1.35048,-0.00059,-1.16293,0.47685,2.59171
11/06/00,5.62771,-1.35048,-0.00059,-1.16293,0.47685,2.59171
12/06/00,5.64527,-1.30835,0.00126,-1.21095,0.55084,2.6984
13/06/00,5.69478,-1.40562,-0.00004,-1.36158,0.51963,2.56498
14/06/00,5.97748,-1.04195,-0.71352,-1.35198,5.42933,0.11232
15/06/00,5.89699,-1.51031,-0.00055,0.97203,5.51581,0.93343
16/06/00,5.76251,-1.44219,-0.00033,0.89931,4.17599,0.68754
17/06/00,5.76251,-1.44219,-0.00033,0.89931,4.17599,0.68754
18/06/00,5.76251,-1.44219,-0.00033,0.89931,4.17599,0.68754
19/06/00,5.86927,-1.49247,0.00354,0.74829,5.34882,0.75142
20/06/00,5.69802,-1.39063,0.0016,1.0679,4.10467,0.70429
21/06/00,5.78413,-1.40309,0.00373,-1.52247,0.72197,2.84363
22/06/00,5.72285,-1.57227,-0.00044,-1.402,0.41042,2.07166
23/06/00,5.77777,-1.52168,-0.00119,-1.41142,0.50055,2.16598
24/06/00,5.77777,-1.52168,-0.00119,-1.41142,0.50055,2.16598
25/06/00,5.77777,-1.52168,-0.00119,-1.41142,0.50055,2.16598
26/06/00,5.77717,-1.51264,0.00122,-1.27695,0.50182,2.18845
27/06/00,5.6918,-1.40122,0.00011,-1.24227,0.47958,1.99349
28/06/00,5.74643,-1.42014,0.00357,-1.317,0.53763,2.29201
29/06/00,5.68955,-1.51414,0.00097,-1.34675,0.36664,1.86551
30/06/00,5.78027,-1.49129,0.00032,-1.76917,0.47346,2.25499
01/07/00,5.78027,-1.49129,0.00032,-1.76917,0.47346,2.25499
02/07/00,5.78027,-1.49129,0.00032,-1.76917,0.47346,2.25499
03/07/00,5.7951,-1.59002,-0.01206,-1.5915,0.40255,1.96291
04/07/00,5.76723,-1.44222,0.00036,1.25316,3.24001,0.71735
05/07/00,5.80297,-1.58747,0.0013,-1.58711,0.4299,1.97752
06/07/00,6.07406,-1.13341,-0.38235,-1.67105,6.56347,0.08879
07/07/00,5.83054,-1.55823,0.00036,-1.57503,0.4703,1.97351
08/07/00,5.83054,-1.55823,0.00036,-1.57503,0.4703,1.97351
09/07/00,5.83054,-1.55823,0.00036,-1.57503,0.4703,1.97351
10/07/00,5.89256,-1.50619,0.00124,-1.58199,0.66415,2.59295
11/07/00,5.85519,-1.48521,-0.00003,-1.52222,0.60807,2.52885
12/07/00,5.7998,-1.4406,0.00024,-1.41491,0.6052,2.75471
13/07/00,5.80936,-1.45043,0.00347,-1.27588,0.55446,2.70865
14/07/00,5.82358,-1.45987,-0.00436,-1.38905,0.57475,3.10101
15/07/00,5.82358,-1.45987,-0.00436,-1.38905,0.57475,3.10101
16/07/00,5.82358,-1.45987,-0.00436,-1.38905,0.57475,3.10101
17/07/00,5.79174,-1.50578,-0.00004,-1.19972,0.46854,2.63271
18/07/00,5.80884,-1.38246,-0.0003,-1.15615,0.59768,3.0373
19/07/00,5.81049,-1.325,0.00056,-1.02603,0.59329,3.34722
20/07/00,5.8024,-1.35394,0.00032,-1.10091,0.53807,3.34837
21/07/00,5.76547,-1.30883,-0.00017,-1.19489,0.56209,3.31084
22/07/00,5.76547,-1.30883,-0.00017,-1.19489,0.56209,3.31084
23/07/00,5.76547,-1.30883,-0.00017,-1.19489,0.56209,3.31084
24/07/00,5.73656,-1.32087,0.00016,-1.13726,0.49759,3.36133
25/07/00,5.73299,-1.32856,0.00024,-1.30676,0.49606,3.50081
26/07/00,5.76354,-1.34945,-0.001,-1.41714,0.49641,3.43834
27/07/00,5.72387,-1.29849,0.00477,-1.33805,0.49669,3.94238
28/07/00,5.70707,-1.28401,0.00122,-1.26574,0.43665,3.34597
29/07/00,5.70707,-1.28401,0.00122,-1.26574,0.43665,3.34597
30/07/00,5.70707,-1.28401,0.00122,-1.26574,0.43665,3.34597
31/07/00,5.66119,-1.25556,0.00036,-1.13018,0.40136,2.96045
01/08/00,5.60979,-1.23635,0.00009,-1.08758,0.36333,2.81894
02/08/00,5.61845,-1.15507,-0.00562,-1.21899,0.39393,2.90611
03/08/00,5.69468,-1.21128,-0.00076,-1.30441,0.42889,2.92118
04/08/00,5.65399,-1.21108,-0.0002,-1.25093,0.39781,2.91231
05/08/00,5.65399,-1.21108,-0.0002,-1.25093,0.39781,2.91231
06/08/00,5.65399,-1.21108,-0.0002,-1.25093,0.39781,2.91231
07/08/00,5.6455,-1.2507,0.00074,-1.35135,0.38507,2.5285
08/08/00,5.67418,-1.22016,0.00039,-1.34289,0.43162,2.55221
09/08/00,5.71114,-1.12218,0.00025,-1.29202,0.61274,3.48736
10/08/00,5.56649,-1.08917,0.00013,-1.09873,0.40119,2.81867
11/08/00,5.45794,-0.98091,-0.11438,-0.72756,0.28783,3.04719
12/08/00,5.45794,-0.98091,-0.11438,-0.72756,0.28783,3.04719
13/08/00,5.45794,-0.98091,-0.11438,-0.72756,0.28783,3.04719
14/08/00,5.38962,-1.12889,0.00945,-0.40217,0.1857,2.81804
15/08/00,5.58869,-1.00746,0.00462,-1.03633,0.38802,4.13341
16/08/00,5.74456,-1.09673,0.0001,-1.34049,0.50949,5.267
17/08/00,5.44939,-0.99608,0.04456,-0.4073,0.25944,4.83256
18/08/00,5.5846,-0.86005,-0.42598,-0.85259,0.27887,4.37811
19/08/00,5.5846,-0.86005,-0.42598,-0.85259,0.27887,4.37811
20/08/00,5.5846,-0.86005,-0.42598,-0.85259,0.27887,4.37811
21/08/00,5.53458,-1.02122,-0.0431,-0.51181,0.24626,4.32098
22/08/00,5.61873,-0.99542,0.00184,-0.84564,0.37279,4.98722
23/08/00,5.56908,-0.72869,-0.65372,-0.7246,0.24081,4.31357
24/08/00,5.46371,-0.39338,-1.13484,-0.45008,0.1453,2.95568
25/08/00,5.70738,-0.92633,-0.00803,-1.1959,0.52307,5.29171
26/08/00,5.70738,-0.92633,-0.00803,-1.1959,0.52307,5.29171
27/08/00,5.70738,-0.92633,-0.00803,-1.1959,0.52307,5.29171
28/08/00,5.69268,-0.78973,-0.14778,-1.0842,0.55504,5.23646
29/08/00,5.57466,-0.64359,0.03743,-0.58311,0.66866,4.60004
30/08/00,5.69206,-0.75803,-0.08925,-0.84371,0.63035,4.31382
31/08/00,5.90013,-0.92322,0.61446,-1.60349,1.94121,5.66899
01/09/00,6.13494,-1.19644,0.00132,-2.11401,1.53139,6.96938
02/09/00,6.13494,-1.19644,0.00132,-2.11401,1.53139,6.96938
03/09/00,6.13494,-1.19644,0.00132,-2.11401,1.53139,6.96938
04/09/00,6.1597,-1.22058,0.01374,-2.34331,1.95867,7.25973
05/09/00,6.16611,-1.2106,0.00788,-2.35031,1.75569,6.8034
06/09/00,6.17077,-1.18664,-0.00316,-2.36395,1.70943,7.29019
07/09/00,6.27566,-1.26297,-0.00121,-2.56145,1.67867,7.61383
08/09/00,5.99078,-1.03667,0.00014,-1.81319,1.2988,6.07656
09/09/00,5.99078,-1.03667,0.00014,-1.81319,1.2988,6.07656
10/09/00,5.99078,-1.03667,0.00014,-1.81319,1.2988,6.07656
11/09/00,6.05595,-1.1147,-0.00006,-1.91941,1.22784,6.30042
12/09/00,6.18609,-1.22074,0.01671,-2.22336,1.59637,6.73264
13/09/00,6.50969,-1.52245,17.91921,-19.56065,5.03483,5.47667
14/09/00,6.58179,-1.60956,16.16281,-17.9842,4.80744,5.21741
15/09/00,6.8544,-1.92894,-0.32349,-3.68861,2.12002,7.80639
16/09/00,6.8544,-1.92894,-0.32349,-3.68861,2.12002,7.80639
17/09/00,6.8544,-1.92894,-0.32349,-3.68861,2.12002,7.80639
18/09/00,7.15707,-2.21965,7.40044,-9.79331,5.9524,7.04066
19/09/00,7.30611,-2.40427,8.07247,-10.4945,7.07388,8.16155
20/09/00,7.05938,-2.13434,-0.93236,-3.85958,1.90266,8.27609
21/09/00,7.07062,-2.157,1.53124,-4.38712,4.80403,7.89553
22/09/00,6.77868,-1.85047,-0.72591,-3.42527,1.81232,6.71206
23/09/00,6.77868,-1.85047,-0.72591,-3.42527,1.81232,6.71206
24/09/00,6.77868,-1.85047,-0.72591,-3.42527,1.81232,6.71206
25/09/00,6.9164,-1.99626,-16.26244,14.10302,5.77712,5.25197
26/09/00,6.74586,-1.82923,-19.73621,17.74808,4.93559,4.52078
27/09/00,7.07978,-2.12816,-16.40068,13.90613,5.73973,5.19527
28/09/00,7.07371,-2.05943,-0.98011,-4.11152,1.90799,7.90612
29/09/00,7.09389,-2.08397,16.99035,-19.65701,6.26729,6.7173
30/09/00,7.09389,-2.08397,16.99035,-19.65701,6.26729,6.7173
01/10/00,7.09389,-2.08397,16.99035,-19.65701,6.26729,6.7173
02/10/00,7.41322,-2.42255,11.57878,-14.32085,8.76723,9.41265
03/10/00,7.41322,-2.42255,11.57878,-14.32085,8.76723,9.41265
04/10/00,8.62744,-3.64545,22.29201,-23.58755,30,29.74168
05/10/00,7.34113,-2.34992,9.59837,-12.5716,6.43302,7.27164
06/10/00,7.22831,-2.20142,-0.89571,-4.60639,1.93112,7.42047
07/10/00,7.22831,-2.20142,-0.89571,-4.60639,1.93112,7.42047
08/10/00,7.22831,-2.20142,-0.89571,-4.60639,1.93112,7.42047
09/10/00,6.93452,-1.92551,-12.96563,10.54088,5.83274,5.30343
10/10/00,6.81486,-1.79215,-0.37947,-3.4747,2.31565,6.59196
11/10/00,7.08932,-2.06421,2.75384,-5.62098,6.26219,7.61606
12/10/00,7.20644,-2.18526,-1.3847,-0.40086,12.52195,9.96601
13/10/00,6.34676,-1.27357,-1.90904,-0.4799,4.97609,0.05299
14/10/00,6.34676,-1.27357,-1.90904,-0.4799,4.97609,0.05299
15/10/00,6.34676,-1.27357,-1.90904,-0.4799,4.97609,0.05299
16/10/00,6.44043,-1.40552,-0.32029,-2.51817,2.34993,5.60611
17/10/00,7.14719,-2.10989,-1.92498,-0.05449,10.26388,5.51776
18/10/00,7.0426,-2.00942,-1.74453,-0.26199,9.22202,6.99424
19/10/00,6.8729,-2.02855,1.04315,0.65957,30,0.42354
20/10/00,6.78115,-1.70484,-0.76155,-4.0341,1.32382,5.75179
21/10/00,6.78115,-1.70484,-0.76155,-4.0341,1.32382,5.75179
22/10/00,6.78115,-1.70484,-0.76155,-4.0341,1.32382,5.75179
23/10/00,7.78161,-2.66943,-2.84394,0.06383,13.35034,0.0001
24/10/00,8.48976,-3.34935,-3.611,-1.94369,16.15808,0.00419
25/10/00,6.2805,-1.54108,0.92736,1.21319,19.26182,0.47537
26/10/00,7.24426,-2.35333,0.32592,0.71485,29.85079,0.48109
27/10/00,6.35849,-1.28069,-0.17304,-3.06103,1.29252,4.28366
28/10/00,6.35849,-1.28069,-0.17304,-3.06103,1.29252,4.28366
29/10/00,6.35849,-1.28069,-0.17304,-3.06103,1.29252,4.28366
30/10/00,7.04438,-1.88611,-2.35958,-1.7975,8.73004,0.01453
31/10/00,8.59242,-3.61831,-2.02152,0.41971,25.88578,0.42137
01/11/00,6.84664,-1.75456,-13.5457,10.98861,5.59012,5.18956
02/11/00,7.2805,-2.16013,-2.41184,-0.11888,10.06001,1.49432
03/11/00,6.56305,-1.40761,-0.89111,-3.27541,1.42771,5.42294
04/11/00,6.56305,-1.40761,-0.89111,-3.27541,1.42771,5.42294
05/11/00,6.56305,-1.40761,-0.89111,-3.27541,1.42771,5.42294
06/11/00,6.33906,-1.20677,3.40257,-4.97703,5.63729,5.59562
07/11/00,6.51228,-1.38804,-0.36348,-2.32975,3.25056,6.20582
08/11/00,6.86452,-1.74355,-0.76415,-2.41853,3.88797,8.28912
09/11/00,7.8046,-2.66918,-0.41047,-0.50721,30,3.4952
10/11/00,6.4978,-1.39154,0.75772,-2.68421,5.10513,5.47699
11/11/00,6.4978,-1.39154,0.75772,-2.68421,5.10513,5.47699
12/11/00,6.4978,-1.39154,0.75772,-2.68421,5.10513,5.47699
13/11/00,6.82541,-1.72755,-1.33866,-0.38762,9.92634,1.99967
14/11/00,8.5073,-3.31747,-3.77178,-0.57277,13.59049,0.83328
15/11/00,8.62071,-3.46538,-3.71984,-0.41509,14.45776,0.88547
16/11/00,6.50814,-1.37944,-1.00624,-2.92992,1.58191,5.05406
17/11/00,8.58911,-3.50294,-1.83813,-0.62664,27.15681,2.32622
18/11/00,8.58911,-3.50294,-1.83813,-0.62664,27.15681,2.32622
19/11/00,8.58911,-3.50294,-1.83813,-0.62664,27.15681,2.32622
20/11/00,6.73367,-1.68468,0.66575,-2.62517,7.21986,6.91814
21/11/00,7.58423,-2.48871,-2.68844,-0.18485,11.28435,1.06787
22/11/00,6.49856,-1.43322,-1.87491,-0.06248,5.86898,10.40079
23/11/00,6.57269,-1.48772,-0.73713,-3.30723,1.78851,5.73309
24/11/00,6.85795,-1.78966,0.0318,-3.26502,4.89885,7.77585
25/11/00,6.85795,-1.78966,0.0318,-3.26502,4.89885,7.77585
26/11/00,6.85795,-1.78966,0.0318,-3.26502,4.89885,7.77585
27/11/00,6.13104,-1.01732,0.136,-2.24568,2.82206,4.24091
28/11/00,6.15534,-1.03319,-0.21709,-1.58576,4.86616,4.23773
29/11/00,6.1919,-1.10978,0.93398,-2.41543,7.30911,5.05275
30/11/00,6.36666,-1.26644,-0.85798,-1.09417,8.0355,2.65618
01/12/00,6.41994,-1.34438,-0.9864,-1.1177,8.30246,2.9359
02/12/00,6.41994,-1.34438,-0.9864,-1.1177,8.30246,2.9359
03/12/00,6.41994,-1.34438,-0.9864,-1.1177,8.30246,2.9359
04/12/00,7.23274,-2.03049,-3.37257,-0.90574,8.84415,1.02317
05/12/00,7.03623,-1.90951,-2.94105,-0.57896,7.98886,1.07318
06/12/00,7.12683,-1.95552,-3.18649,-1.05537,7.74532,1.15806
07/12/00,7.58921,-2.43625,-3.2862,-1.27918,9.68809,1.31742
08/12/00,7.20374,-2.06854,-2.33311,-1.40035,9.99017,1.555
09/12/00,7.20374,-2.06854,-2.33311,-1.40035,9.99017,1.555
10/12/00,7.20374,-2.06854,-2.33311,-1.40035,9.99017,1.555
11/12/00,6.91686,-1.8647,-1.65756,-1.14162,9.72651,2.08722
12/12/00,7.46872,-2.4003,-2.06765,-1.1999,12.6139,2.07019
13/12/00,7.1671,-1.98285,-3.00462,-1.18803,7.87812,1.17851
14/12/00,6.63591,-1.46318,-2.69184,-1.14086,6.05233,1.11903
15/12/00,6.20518,-1.07777,-2.23026,-0.99851,4.56449,1.27471
16/12/00,6.20518,-1.07777,-2.23026,-0.99851,4.56449,1.27471
17/12/00,6.20518,-1.07777,-2.23026,-0.99851,4.56449,1.27471
18/12/00,7.19656,-2.16125,-2.60157,-1.30909,9.65067,1.61958
19/12/00,6.58158,-1.54735,-2.11644,-1.21863,6.63676,1.6223
20/12/00,7.1971,-2.13815,-2.99788,-1.42862,8.41511,1.40168
21/12/00,6.88035,-1.80684,-2.37464,-4.70634,1.33979,5.34285
22/12/00,6.883,-1.80988,-2.57992,-4.57878,1.32914,5.73787
23/12/00,6.883,-1.80988,-2.57992,-4.57878,1.32914,5.73787
24/12/00,6.883,-1.80988,-2.57992,-4.57878,1.32914,5.73787
25/12/00,6.883,-1.80988,-2.57992,-4.57878,1.32914,5.73787
26/12/00,6.883,-1.80988,-2.57992,-4.57878,1.32914,5.73787
27/12/00,6.87885,-1.7805,-2.79083,-1.63739,7.13925,1.07725
28/12/00,7.25002,-2.25156,-2.32062,-1.5432,10.35859,1.31627
