DATAFLOW,LAST UPDATE,freq,int_rt,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG 
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2007-04,3.68,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2007-05,3.74,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2007-06,3.50,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2007-07,3.54,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2007-08,3.46,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2007-09,3.21,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2007-10,3.45,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2007-11,3.30,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2007-12,3.14,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2008-01,3.13,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2008-02,3.08,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2008-03,3.09,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2008-04,3.70,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2008-05,4.19,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2008-06,4.55,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2008-07,4.63,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2008-08,5.17,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2008-09,5.03,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2008-10,5.14,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2008-11,5.48,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2008-12,5.31,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2009-01,5.21,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2009-02,4.93,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2009-03,5.35,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2009-04,6.48,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2009-05,7.06,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2009-06,6.37,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2009-07,6.86,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2009-08,7.33,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2009-09,6.91,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2009-10,6.64,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2009-11,6.23,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2009-12,6.15,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2010-01,6.08,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2010-02,5.32,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2010-03,4.40,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2010-04,3.86,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2010-05,3.88,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2010-06,3.27,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2010-07,3.18,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2010-08,2.92,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2010-09,2.61,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2010-10,2.54,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2010-11,2.60,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2010-12,2.69,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2011-01,2.49,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2011-02,2.24,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2011-03,2.23,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2011-04,2.28,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2011-05,2.12,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2011-06,2.10,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2011-07,2.19,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2011-08,2.21,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2011-09,2.19,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2011-10,2.02,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2011-11,1.99,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2011-12,2.16,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2012-01,2.11,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2012-02,2.14,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2012-03,2.11,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2012-04,2.13,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2012-05,2.18,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2012-06,2.37,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2012-07,2.32,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2012-08,2.39,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2012-09,2.17,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2012-10,2.31,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2012-11,2.22,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2012-12,2.12,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2013-01,2.12,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2013-02,1.78,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2013-03,1.91,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2013-04,2.04,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2013-05,2.01,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2013-06,2.05,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2013-07,2.01,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2013-08,2.14,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2013-09,2.02,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2013-10,2.01,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2013-11,1.88,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2013-12,2.17,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2014-01,2.05,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2014-02,2.14,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2014-03,1.89,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2014-04,1.93,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2014-05,1.86,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2014-06,1.88,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,MK,2014-07,1.89,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1995-01,28.04000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1995-02,28.76000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1995-03,30.05000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1995-04,29.40000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1995-05,28.01000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1995-06,27.42000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1995-07,27.52000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1995-08,26.82000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1995-09,26.29000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1995-10,25.74000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1995-11,25.71000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1995-12,25.68000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1996-01,23.85000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1996-02,22.81000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1996-03,22.85000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1996-04,22.92000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1996-05,20.91000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1996-06,21.75000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1996-07,20.44000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1996-08,19.66000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1996-09,19.83000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1996-10,19.59000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1996-11,19.60000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1996-12,22.68000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1997-01,21.90000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1997-02,22.14000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1997-03,22.68000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1997-04,22.84000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1997-05,22.80000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1997-06,22.63000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1997-07,25.12000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1997-08,24.86000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1997-09,24.60000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1997-10,24.58000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1997-11,24.81000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1997-12,25.45000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1998-01,25.79000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1998-02,24.32000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1998-03,24.59000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1998-04,23.26000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1998-05,22.28000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1998-06,22.09000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1998-07,19.58000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1998-08,19.58000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1998-09,18.24000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1998-10,17.36000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1998-11,17.23000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1998-12,15.76000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1999-01,15.24000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1999-02,13.36000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1999-03,13.36000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1999-04,13.36000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1999-05,13.35000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1999-06,13.34000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1999-07,13.34000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1999-08,13.40000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1999-09,13.83000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1999-10,14.72000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1999-11,16.93000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,1999-12,20.47000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2000-01,17.11000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2000-02,17.43000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2000-03,18.17000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2000-04,18.17000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2000-05,18.13000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2000-06,18.12000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2000-07,18.05000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2000-08,18.30000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2000-09,19.39000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2000-10,19.46000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2000-11,19.64000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2000-12,19.84000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2001-01,19.43000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2001-02,19.33000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2001-03,18.37000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2001-04,17.43000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2001-05,17.50000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2001-06,17.37000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2001-07,16.14000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2001-08,15.72000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2001-09,14.95000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2001-10,14.79000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2001-11,14.54000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2001-12,12.48000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2002-01,11.87000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2002-02,10.84000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2002-03,10.61000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2002-04,10.44000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2002-05,9.93000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2002-06,9.54000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2002-07,8.97000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2002-08,8.78000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2002-09,8.13000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2002-10,7.59000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2002-11,7.03000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2002-12,7.06000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2003-01,6.75000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2003-02,6.51000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2003-03,6.26000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2003-04,5.91000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2003-05,5.73000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2003-06,5.52000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2003-07,5.31000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2003-08,5.26000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2003-09,5.25000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2003-10,5.40000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2003-11,5.44000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2003-12,5.54000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2004-01,5.54000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2004-02,5.38000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2004-03,5.38000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2004-04,5.55000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2004-05,5.75000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2004-06,5.55000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2004-07,6.00000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2004-08,6.33000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2004-09,6.80000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2004-10,6.68000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2004-11,6.69000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2004-12,6.71000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2005-01,6.63000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2005-02,6.56000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2005-03,6.37000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2005-04,5.93000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2005-05,5.55000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2005-06,5.37000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2005-07,4.88000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2005-08,4.77000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2005-09,4.57000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2005-10,4.61000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2005-11,4.62000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2005-12,4.60000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2006-01,4.52000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2006-02,4.29000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2006-03,4.14000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2006-04,4.13000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2006-05,4.12000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2006-06,4.12000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2006-07,4.12000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2006-08,4.12000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2006-09,4.13000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2006-10,4.13000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2006-11,4.13000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2006-12,4.12000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2007-01,4.12000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2007-02,4.12000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2007-03,4.13000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2007-04,4.23000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2007-05,4.40000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2007-06,4.44000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2007-07,4.69000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2007-08,4.77000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2007-09,4.96000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2007-10,4.98000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2007-11,5.12000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2007-12,5.62000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2008-01,5.43000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2008-02,5.53000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2008-03,5.82000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2008-04,6.11000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2008-05,6.18000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2008-06,6.25000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2008-07,6.27000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2008-08,6.25000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2008-09,6.31000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2008-10,6.54000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2008-11,6.47000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2008-12,6.11000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2009-01,5.22000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2009-02,4.41000,
ESTAT:IRT_ST_M(1.0),06/06/23 11:00:00,M,IRT_M1,PL,2009-03,3.97000,
